battery,camera,memory,price,processor,screen,title,warranty
1200 mAh Li-Ion Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹3,599",1 Year for Mobile & 6 Months for Accessories,7.37 cm (2.9 inch) QVGA Display,"Samsung Galaxy Star (Ceramic White, 4 GB)",
1900 mAh Li-Ion Battery,8MP Rear Camera | 1.9MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹14,000",Application Processor Processor,10.85 cm (4.27 inch) quarter HD Display,"Samsung Galaxy S4 Mini (White Frost, 8 GB)",1 Year for Mobile & 6 Months for Accessories
3000 mAh Li-Ion Battery,16MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM,"₹28,000","Exynos 7420 64-bit, 14 nm Process Processor",14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy S6 Edge+ (Gold Platinum, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2950 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹12,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy E7 (White, 16 GB)",
1500 mAh Li-Ion Battery,3MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹1,076",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy Trend (Midnight Black, 4 GB)",
2330 mAh Li-Ion Battery,16MP Rear Camera | 1.9MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹15,990",Cortex-A9 Processor,10.92 cm (4.3 inch) quarter HD Display,"Samsung Galaxy S4 Zoom (White, 8 GB)",1 Year for Mobile & 6 Months for Accessories
2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM,"₹5,490",1 Year Manufacturer Warranty,11.43 cm (4.5 inch) WVGA Display,"Samsung Galaxy Core Prime (Silver, 8 GB)",
1200 mAh Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹7,000",Cortex-A9 Processor,7.62 cm (3 inch) QVGA Display,"Samsung Galaxy Pocket Neo (Metallic Silver, 4 GB)",1 Year for Mobile & 6 Months for Accessories
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹9,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 (Champagne Gold, 16 GB)",
,,cm Display,"₹3,999",,1 Year Manufacturer Warranty,Samsung C3520,
3100 mAh Li-Ion Battery,8MP Rear Camera | 2MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹13,000",Hexa Core (A15 + A7) Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy Note 3 Neo (White, 16 GB)",1 Year for Mobile & 6 Months for Accessories
1500 mAh Li-Ion Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹4,199",Cortex-A5 Processor,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy Star Pro (White, 4 GB)",1 Year for Mobile & 6 Months for Accessories
2600 mAh Li-Ion Battery,8MP Rear Camera | 1.9MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹10,990",Qualcomm Snapdragon Processor,13.31 cm (5.24 inch) HD Display,"Samsung Galaxy Grand 2 (White, 8 GB)",1 Year for Mobile & 6 Months for Accessories
2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,768 MB RAM | 4 GB ROM | Expandable Upto 64 GB,"₹5,940",1 Year for Mobile & 6 Months for Accessories,11.43 cm (4.5 inch) WVGA Display,"Samsung Galaxy Core 2 (White, 4 GB)",
1000 mAh Battery,0.3MP Rear Camera,Expandable Upto 16 GB,"₹2,110",1 Year Manufacturer Warranty,5.08 cm (2 inch) QVGA Display,Samsung Metro SM-B313ez,
2100 mAh Li-Ion Battery,8MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹8,999",1 Year for Mobile & 6 Months for Accessories,12.7 cm (5 inch) WVGA Display,"Samsung Galaxy Grand I9082 (Metallic Blue, 8 GB)",
2000 mAh Li-Ion Battery,5MP Rear Camera,1 GB RAM | 8 GB ROM,"₹8,999",1 Year Manufacturer Warranty,11.43 cm (4.5 inch) WVGA Display,"Samsung Sm-G361Hhadins (Charcoal Gray, 8 GB)",
2100 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹6,999",Cortex-A7 Processor,12.7 cm (5 inch) WVGA Display,"Samsung Galaxy Grand Neo Plus (Gold, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹7,999",1 Year Manufacturer Warranty,12.7 cm (5 inch) quarter HD Display,"Samsung Grand Prime 4G (White, 8 GB)",
1800 mAh Battery,5MP Rear Camera | 2MP Front Camera,512 MB RAM | 4 GB ROM,"₹5,850",1 Year Manufacturer Warranty,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy J1 Ace (Blue, 4 GB)",
3500 mAh Battery,12MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"₹48,669",Exynos 8895 Octa Core 2.3GHz Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S8 Plus (Midnight Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1 Year Manufacturer Warranty,800 mAh Battery,4 MB RAM | 4 MB ROM,"₹4,500",,3.81 cm (1.5 inch) Display,Samsung Guru FM Plus,
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,"₹6,200",Brand Warranty of 1 Year,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy J1 Ace (Blue, 4 GB)",
2100 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹6,999",Cortex-A7 Processor,12.73 cm (5.01 inch) WVGA Display,"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)",1 Year for Mobile & 6 Months Accessories Warranty
1200 mAh Battery,2MP Rear Camera,32 MB RAM | NA ROM,"₹2,899",1 Year Manufacturer Warranty,6.1 cm (2.4 inch) QVGA Display,Samsung SAMSUNG Metro 350 Dual Sim,
3000 mAh Battery,13MP Rear Camera,2 GB RAM | 16 GB ROM,"₹5,990",NA,13.97 cm (5.5 inch) Display,"Samsung On7 Pro (Gold, 16 GB)",
3400 mAh Battery,13MP Rear Camera,2 GB RAM | 16 GB ROM,"₹8,099",12 months,15.8 cm (6.22 inch) Display,"Samsung Galaxy M10 (Charcoal Black, 16 GB)",
1200 mAh Battery,2MP Rear Camera,32 MB ROM,"₹2,849",1 Year Manufacturer Warranty,6.1 cm (2.4 inch) QVGA Display,Samsung Metro,
3000 mAh Li-Ion Battery,12MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,"₹23,500",Exynos 8890 Processor,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S7 (Silver Titanium, 32 GB)",Brand Warranty of 1 Year
1200 mAh Li-Ion Battery,3.1MP Rear Camera | 2MP Front Camera,64 MB RAM | 128 MB ROM | Expandable Upto 16 GB,"₹3,220",0 0 Single Core 312MHz Processor,7.11 cm (2.8 inch) QVGA Display,Samsung Metro XL,1 Year on Mobile
1200 mAh Battery,2MP Rear Camera,32 MB RAM | 0 MB ROM | Expandable Upto 16 GB,"₹2,799",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6.1 cm (2.4 inch) QVGA Display,Samsung B351E/Metro 350,
6000 mAh Battery,48MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹18,490",1 Year Manufacturer Warranty,16.26 cm (6.4 inch) Display,"Samsung Galaxy M30S (Sapphire blue, 128 GB)",
1000 mAh Battery,0.3MP Rear Camera,Expandable Upto 16 GB,"₹1,990",1 Year Manufacturer Warranty,5.08 cm (2 inch) QVGA Display,Samsung Metro 313,
1000 mAh Battery,0.3MP Rear Camera,2 MB ROM,"₹2,200",1 Year Manufacturer Warranty,5.08 cm (2 inch) VGA Display,Samsung Metro 313,
3000 mAh Li-Ion Battery,12MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,"₹22,222",Exynos 8890 Octa Core 2.3GHz Processor,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S7 (Gold Platinum, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
,,cm Display,"₹1,099",,1 Year Manufacturer Warranty,Samsung GT 1200 R/I/M,
1000 mAh Li-Ion Battery,0.3MP Rear Camera,10 MB RAM | 1 MB ROM,"₹1,599",1 Year Manufacturer Warranty,5.08 cm (2 inch) QVGA Display,Samsung Metro B312E Dual Sim - White,
3600 mAh Li-Ion Battery,12MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,"₹34,500",Exynos 8890 Octa Core 2.3GHz Processor,13.97 cm (5.5 inch) Quad HD Display,"Samsung Galaxy S7 Edge (Blue Coral, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1500 mAh Li-Ion Battery,3MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹4,999",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy Trend (Ceramic White, 4 GB)",
1200 mAh Li-Ion Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹4,199",1 Year for Mobile & 6 Months for Accessories,7.37 cm (2.9 inch) QVGA Display,"Samsung Galaxy Star (Noble Black, 4 GB)",
880 mAh Li-Ion Battery,1.3MP Rear Camera,23 MB ROM | Expandable Upto 2 GB,"₹5,299",1 Year for Mobile & 6 Months for Accessories,5.59 cm (2.2 inch) HQVGA Display,Samsung Metro S3600,
